id,bloco,demanda,pagina,estado_documental,estado_tramitacao,providencia,documento,status
D54-ae64b4,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,REFAZER O MAPA COMPARATIVO DE PREÇOS (PAG. 222) CONFORME MODELO ABAIXO: INSERIR LOGOTIPO DA UNIDADE EXECUTORA MAPA COMPARATIVO DE PREÇOS MODALIDADE DE LICITAÇÃO: pata: — ITEM ESPECIFICAÇÃO UNID | QTDE | PREÇOS UNITÁRIOS DOS | ESCOLHIDO PREÇO TOTAL FORNECEDORES | aTe [e TOTAL GERAL... iene cere serei reaaaa seia i cet eea aerea eee eae aee tanta n een eee a aerea aaea see a cena ceace serie CÓDIGO DO FORNECEDOR FORNECEDOR FTENS GANHO Valor total por fomecedor A Cc [FULANO DE TAL MOTIVO DA ESCOLHA TOTAL ( ) MENOR PREÇO POR (PRAZO DE ( )TIPO DE MATERIAL | | Data GRUPO OU ITEM ENTREGA O A A João Joana Joaquim homologação secretário membro presidente comissão de licitação Carimbo Presidente da UEX,222,não examinado,identificado,,,pendente
D55-1f3232,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AATA DALICITAÇÃO (PAG. 223), DEVE SER ASSINADA SOMENTE PELOS MEMBROS DA COMISSÃO DE LICITAÇÃO E OS REPRESENTANTES LEGAIS DAS EMPRESAS PARTICIPANTES DO CERTAME",223,não examinado,identificado,,,pendente
D56-de8dad,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NAATA DA LICITAÇÃO (PAG. 223), DO VALOR GLOBAL OFERTADO POR CADA EMPRESA E, DEPOIS, ANUNCIAR A EMPRESA VENCEDORA COM SEU RESPECTIVO VALOR.",223,não examinado,identificado,,,pendente
D57-02096b,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NO TERMO DE DOAÇÃO , DO NÚMERO DO TOMBAMENTO (227) é",,não examinado,identificado,,,pendente
D58-5a96c6,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NA RELAÇÃO DE BENS E TERMO DE DOAÇÃO, DO CARIMBO COM IDENTIFICAÇÃO DO PRESIDENTE DA UNIDADE EXECUTIVA",,não examinado,identificado,,,pendente
D59-d74bb8,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NA ORDEM DE COMPRA E SERVIÇO, DA MARCA DO PRODUTO (PAG. 228)",228,não examinado,identificado,,,pendente
D60-dccc45,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,AUSÊNCIA NA NOTA FISCAL (PAG. 229)) DO NÚMERO DO CONVÊNIO E ANO,229,não examinado,identificado,,,pendente
D61-b1bbd8,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NO CARIMBO DE ""P, COM O CHEQUE Nº »o0000mxxx. DA DATA DO CHEQUE, NA NOTA FISCAL (PAG. 229)",229,não examinado,identificado,,,pendente
D62-986c8c,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NO RECIBO DE PAGAMENTO (PAG. 230) DO CARIMBO DE “PAGO COM RECURSO xxxx00xxxxx , CONVÊNIO ANO",230,não examinado,identificado,,,pendente
D63-1f0e66,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA DA DATA DE EMISSÃO NA CERTIDÃO NEGATIVA DE DÉBITOS ESTADUAIS (PAG. 243) — DA EMPRESA ELIZABETH B, A. COSTA - PROVIDENCIAS CERTIDÃO VÁLIDA",243,não examinado,identificado,,,pendente
D64-3740a7,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AS ESPECIFICAÇÕES DA RELAÇÃO DE ITENS DA DISPENSA 2018/006, NÃO PERTENCEM À MESMA NATUREZA DE DESPESAS. COLEÇÕES DE LIVROS PERTENCE A NATUREZA DOS PERMANENTES. PAPEL A4 E MARCADOR DE QUADRO BANCO, PERTENCE À NATUREZA DO MATERIAL DE CONSUMO.",,não examinado,identificado,,,pendente
D65-b92388,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA DA MARCA DOS PRODUTOS NA PROPOSTA DE PREÇOS (PAG, 249)",,não examinado,identificado,,,pendente
D66-e40037,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA DA DENOMINAÇÃO: PESQUISA DE PREÇOS, NO DOCUMENTO “DISPENSA DE LICITAÇÃO""20140006"" (PAG. 250)",250,não examinado,identificado,,,pendente
D67-f0139f,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,AUSÊNCIA DA PROPOSTA DE COMERCIAL DE PREÇOS DA EMPRESA R. N. S. COSTA - ME (PAG. 250) .,,não examinado,identificado,,,pendente
D68-490f27,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,AUSÊNCIA DA PROPOSTA COMERCIAL DE PREÇOS DA EMPRESA AURICÉLIO BARBOSA PRADO - ME (PAG. 251),251,não examinado,identificado,,,pendente
D69-2c3f92,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"REFAZER O MAPA COMPARATIVO DE PREÇOS (PAG. 252) CONFORME MODELO ABAIXO: INSERIR LOGOTIPO DA UNIDADE EXECUTORA MAPA COMPARATIVO DE PREÇOS | MODALIDADE DE LICITAÇÃO: DATA: ITEM ESPECIFICAÇÃO UNID QTDE | PREÇOS UNITÁRIOS DOS | ESCOLHIDO PREÇO TOTAL FORNECEDORES A B Cc CO TOTAL GERAL.......ceitcsi ces crerrananaeaaanorerea erra na rca n cane n renan caneca nana arena aaa nen aaa een cera e nte nte cerco r tentar CÓDIGO DO FORNECEDOR |, FORNECEDOR ITENS GANHO Valor total por fomecedor A [FULANO DE TAL | MOTIVO DA ESCOLHA TOTAL ( ) MENOR PREÇO POR ( ) PRAZO DE ( ) TIPO DE MATERIAL Data o GRUPO OU ITEM ENTREGA / / — João Í Joana Joaquim homologação secretário | membro presidente comissão de licitação Carimbo Presidente da — NA UEX .",252,não examinado,identificado,,,pendente
D70-4c705e,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NAATA DA LICITAÇÃO (PAG. 253), DO VALOR GLOBAL OFERTADO POR CADA EMPRESA E, DEPOIS, ANUNCIAR A EMPRESA VENCEDORA COM SEU RESPECTIVO VALOR. . AUSÊNCIA, DA MARCA DOS PRODUTOS, NA ORDEM DE COMPRA E SERVIÇO, (PAG. 256).",256,não examinado,identificado,,,pendente
D71-58bd9d,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSENCIA DE CARIMBO, NA NOTA FISCAL, COM IDENTIFICAÇÃO DO NÚMERO DO CONVÊNIO E ANO (PAG. 257)",257,não examinado,identificado,,,pendente
D72-662db8,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"| AUSÊNCIA NO CARIMBO DE “PAGO COM OQ CHEQUE Nº xxxxxxxxx. DA DATA DO CHEQUE, NA NOTA FISCAL (PAG. 257)",257,não examinado,identificado,,,pendente
D73-ea820e,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA NO RECIBO DE PAGAMENTO (PAG. 258) DO CARIMBO DE “PAGO COM RECURSO xxxxxxxxxxxx , CONVÊNIO ANO ”",258,não examinado,identificado,,,pendente
D74-9d76ea,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,AUSÊNCIA NO CARIMBO (PAG. 258) . .,258,não examinado,identificado,,,pendente
D75-695564,DISPENSA DE LICITAÇÃO EM FUNÇÃO DO VALOR Nº 2018004,"AUSÊNCIA DO CADASTRO NACIONAL DE PESSOA JURÍDICA — CNPJ, PARA HABILITAÇÃO DAS EMPRESAS CONCORRENTES. Prazo para atendimento da diligência: 30 dias Crateús-CE., 20 de agosto de 2026 José Soares André Analista José Arles da Silva Rodrigues Antônio Valdenir Rabelo de Araújo Orientador - DOE 16/05/2023 Coordenador — DOE 13/04/2023",,não examinado,identificado,,,pendente
